Date,Gold Price in INR
05-08-2016,2876
08-08-2016,2868.3
09-08-2016,2876.7
10-08-2016,2889
11-08-2016,2903.9
12-08-2016,2898
15-08-2016,2876.7
16-08-2016,2884.8
17-08-2016,2883.4
18-08-2016,2902.5
19-08-2016,2889.3
22-08-2016,2879
23-08-2016,2894.6
24-08-2016,2857.4
25-08-2016,2842.5
26-08-2016,2837.7
29-08-2016,2842
30-08-2016,2839.6
31-08-2016,2822.3
01-09-2016,2813.8
02-09-2016,2832.7
05-09-2016,2834.8
06-09-2016,2853.1
07-09-2016,2868
08-09-2016,2864.2
09-09-2016,2847.2
12-09-2016,2840.2
13-09-2016,2848.5
14-09-2016,2846.3
15-09-2016,2812.3
16-09-2016,2808.2
19-09-2016,2831
20-09-2016,2824.7
21-09-2016,2852.2
22-09-2016,2880
23-09-2016,2862.5
26-09-2016,2870.4
27-09-2016,2837
28-09-2016,2820
29-09-2016,2812.6
30-09-2016,2837.7
03-10-2016,2805.8
04-10-2016,2740.1
05-10-2016,2713.4
06-10-2016,2679.9
07-10-2016,2694.7
10-10-2016,2687.7
11-10-2016,2689.3
12-10-2016,2695.2
13-10-2016,2702.8
14-10-2016,2678.4
17-10-2016,2690.3
18-10-2016,2694.4
19-10-2016,2714.4
20-10-2016,2728.6
21-10-2016,2720.5
24-10-2016,2717.5
25-10-2016,2722.5
26-10-2016,2725.8
27-10-2016,2717.8
28-10-2016,2729.6
31-10-2016,2724.1
01-11-2016,2759.8
02-11-2016,2792.3
03-11-2016,2785
04-11-2016,2791.5
07-11-2016,2748.7
08-11-2016,2732.1
09-11-2016,2735
10-11-2016,2728.3
11-11-2016,2688
14-11-2016,2646.7
15-11-2016,2670.7
16-11-2016,2686.5
17-11-2016,2675.2
18-11-2016,2648.4
21-11-2016,2659.3
22-11-2016,2662.2
23-11-2016,2620.9
24-11-2016,2618.2
25-11-2016,2614.6
28-11-2016,2612.9
29-11-2016,2614.2
30-11-2016,2592.9
01-12-2016,2549
02-12-2016,2563.4
05-12-2016,2540.1
06-12-2016,2548.2
07-12-2016,2552.1
08-12-2016,2534.6
09-12-2016,2521.7
12-12-2016,2501.3
13-12-2016,2510.3
14-12-2016,2517
15-12-2016,2456.5
16-12-2016,2463.8
19-12-2016,2474.2
20-12-2016,2457.4
21-12-2016,2467.5
22-12-2016,2464.6
23-12-2016,2464.1
26-12-2016,2461.2
27-12-2016,2469.3
28-12-2016,2484.3
29-12-2016,2498.1
30-12-2016,2497.8
02-01-2017,2506.5
03-01-2017,2525.8
04-01-2017,2537.8
05-01-2017,2559.4
06-01-2017,2570.8
09-01-2017,2575.8
10-01-2017,2606.6
11-01-2017,2583.1
12-01-2017,2629.8
13-01-2017,2604.9
16-01-2017,2629.4
17-01-2017,2651.1
18-01-2017,2656.1
19-01-2017,2614.4
20-01-2017,2622.3
23-01-2017,2651.3
24-01-2017,2661.1
25-01-2017,2610
26-01-2017,2603.8
27-01-2017,2589
30-01-2017,2596.3
31-01-2017,2627.3
01-02-2017,2606.5
02-02-2017,2636.2
03-02-2017,2618.9
06-02-2017,2646.4
07-02-2017,2661.3
08-02-2017,2673.3
09-02-2017,2649.8
10-02-2017,2634.9
13-02-2017,2628.6
14-02-2017,2642.4
15-02-2017,2627.2
16-02-2017,2673.4
17-02-2017,2675
20-02-2017,2657.4
21-02-2017,2653.2
22-02-2017,2659
23-02-2017,2671.4
24-02-2017,2684.1
27-02-2017,2691.8
28-02-2017,2687.6
01-03-2017,2658.8
02-03-2017,2654.9
03-03-2017,2629.5
06-03-2017,2633.3
07-03-2017,2602.1
08-03-2017,2591.6
09-03-2017,2581.6
10-03-2017,2572.1
13-03-2017,2558
14-03-2017,2544.1
15-03-2017,2523
16-03-2017,2581.8
17-03-2017,2582.5
20-03-2017,2584.1
21-03-2017,2607.1
22-03-2017,2622.8
23-03-2017,2621.1
24-03-2017,2619.1
27-03-2017,2626.2
28-03-2017,2625.1
29-03-2017,2605.4
30-03-2017,2597
31-03-2017,2591.8
03-04-2017,2603.5
04-04-2017,2625.7
05-04-2017,2600.8
06-04-2017,2596.8
07-04-2017,2612.4
10-04-2017,2591
11-04-2017,2601.7
12-04-2017,2647.8
13-04-2017,2658.8
14-04-2017,2658.2
17-04-2017,2655.3
18-04-2017,2651.3
19-04-2017,2654.8
20-04-2017,2663.6
21-04-2017,2660.2
24-04-2017,2628
25-04-2017,2618
26-04-2017,2597.5
27-04-2017,2599
28-04-2017,2612.4
01-05-2017,2612.4
02-05-2017,2586
04-05-2017,2532.8
05-05-2017,2532.4
08-05-2017,2541
09-05-2017,2534.2
10-05-2017,2533.4
11-05-2017,2528.3
12-05-2017,2535.6
15-05-2017,2534.7
16-05-2017,2537.3
17-05-2017,2588.3
18-05-2017,2618.6
22-05-2017,2607.8
23-05-2017,2625.1
24-05-2017,2604.4
25-05-2017,2604.4
26-05-2017,2620.4
29-05-2017,2620.8
30-05-2017,2617.6
31-05-2017,2622
01-06-2017,2614.5
02-06-2017,2629.9
05-06-2017,2643.5
06-06-2017,2675.2
07-06-2017,2670.7
08-06-2017,2625.9
09-06-2017,2617
12-06-2017,2621.2
13-06-2017,2607.5
14-06-2017,2623.1
15-06-2017,2601.7
16-06-2017,2597.8
19-06-2017,2583.4
20-06-2017,2577.7
21-06-2017,2576.1
22-06-2017,2594.1
23-06-2017,2598.9
26-06-2017,2574.6
27-06-2017,2586.1
28-06-2017,2584.1
29-06-2017,2586.4
30-06-2017,2576.8
03-07-2017,2559.1
04-07-2017,2544.3
05-07-2017,2538.3
06-07-2017,2544.9
07-07-2017,2520.6
10-07-2017,2508.2
11-07-2017,2508.8
12-07-2017,2519.9
13-07-2017,2522.1
14-07-2017,2538.6
17-07-2017,2548.8
18-07-2017,2562.4
19-07-2017,2562.4
20-07-2017,2559.7
21-07-2017,2580.5
24-07-2017,2595.1
25-07-2017,2595
26-07-2017,2577.6
27-07-2017,2595.9
28-07-2017,2603.3
31-07-2017,2611.4
01-08-2017,2614.9
02-08-2017,2593.4
03-08-2017,2593
04-08-2017,2569.7
07-08-2017,2578.2
08-08-2017,2552.3
09-08-2017,2577.8
10-08-2017,2641
11-08-2017,2644.4
14-08-2017,2637.4
15-08-2017,2618.5
16-08-2017,2621.7
17-08-2017,2644.1
18-08-2017,2666
21-08-2017,2663.4
23-08-2017,2645.2
24-08-2017,2650
25-08-2017,2640.7
28-08-2017,2632.3
29-08-2017,2706.9
30-08-2017,2688.2
31-08-2017,2694
01-09-2017,2705.2
04-09-2017,2739.1
05-09-2017,2748.3
06-09-2017,2751.1
07-09-2017,2759
08-09-2017,2763.4
11-09-2017,2738.2
12-09-2017,2726.5
13-09-2017,2733.1
14-09-2017,2729.4
15-09-2017,2722.8
18-09-2017,2702.2
19-09-2017,2703.3
20-09-2017,2708.5
21-09-2017,2692.2
22-09-2017,2696
25-09-2017,2709.9
26-09-2017,2731.7
27-09-2017,2697.2
28-09-2017,2695.2
29-09-2017,2691.4
02-10-2017,2681.2
03-10-2017,2671.9
04-10-2017,2661.8
05-10-2017,2664.8
06-10-2017,2651.8
09-10-2017,2685.5
10-10-2017,2703.4
11-10-2017,2696.6
12-10-2017,2694
16-10-2017,2706.8
17-10-2017,2681.8
18-10-2017,2673.8
19-10-2017,2683.9
20-10-2017,2674.9
23-10-2017,2661
24-10-2017,2671.6
25-10-2017,2657.2
26-10-2017,2654.6
27-10-2017,2640.8
30-10-2017,2647.5
31-10-2017,2639.9
01-11-2017,2646.7
02-11-2017,2651.5
03-11-2017,2630.2
06-11-2017,2636
07-11-2017,2667.9
08-11-2017,2676.5
09-11-2017,2684.7
10-11-2017,2694.5
13-11-2017,2685.8
14-11-2017,2676.7
15-11-2017,2689.5
16-11-2017,2680.6
17-11-2017,2680.4
20-11-2017,2685.3
21-11-2017,2670
22-11-2017,2680.2
23-11-2017,2675.5
24-11-2017,2674.4
27-11-2017,2680.1
28-11-2017,2671.1
29-11-2017,2654
30-11-2017,2649.4
01-12-2017,2642.7
04-12-2017,2632
05-12-2017,2616.7
06-12-2017,2618.7
07-12-2017,2600.2
08-12-2017,2587.1
11-12-2017,2576.8
12-12-2017,2571.8
13-12-2017,2567.9
14-12-2017,2579.7
15-12-2017,2579.6
18-12-2017,2599.5
19-12-2017,2591.5
20-12-2017,2597.1
21-12-2017,2599
22-12-2017,2598.7
25-12-2017,2598.7
26-12-2017,2599.5
27-12-2017,2634.6
28-12-2017,2655.5
29-12-2017,2644.8
01-01-2018,2645.5
02-01-2018,2672.5
03-01-2018,2677.7
04-01-2018,2675.1
05-01-2018,2676.1
08-01-2018,2690.1
09-01-2018,2679.6
10-01-2018,2701.7
11-01-2018,2703.7
12-01-2018,2709.6
15-01-2018,2730.9
16-01-2018,2741
17-01-2018,2738.2
18-01-2018,2731.8
19-01-2018,2736
22-01-2018,2736.2
23-01-2018,2729.5
24-01-2018,2763.4
25-01-2018,2760.5
26-01-2018,2763
29-01-2018,2746.2
30-01-2018,2753.5
31-01-2018,2745.3
01-02-2018,2754.1
02-02-2018,2740.1
05-02-2018,2742.7
06-02-2018,2746.5
07-02-2018,2731
08-02-2018,2722.7
09-02-2018,2715.1
12-02-2018,2729
13-02-2018,2734.5
14-02-2018,2749.3
15-02-2018,2775.7
16-02-2018,2793.2
19-02-2018,2786.9
20-02-2018,2791.7
21-02-2018,2766.4
22-02-2018,2771
23-02-2018,2765.4
26-02-2018,2773.4
27-02-2018,2771.5
28-02-2018,2759.6
01-03-2018,2739.7
02-03-2018,2769.2
05-03-2018,2757.7
06-03-2018,2773.9
07-03-2018,2771.9
08-03-2018,2762.4
09-03-2018,2755.4
12-03-2018,2752.1
13-03-2018,2747.6
14-03-2018,2755.3
15-03-2018,2749.5
16-03-2018,2736.3
19-03-2018,2751.4
20-03-2018,2747.2
21-03-2018,2765.8
22-03-2018,2778
23-03-2018,2809.3
26-03-2018,2808.7
27-03-2018,2791.8
28-03-2018,2785.9
29-03-2018,2765.6
30-03-2018,2763.5
02-04-2018,2767.9
03-04-2018,2782.5
04-04-2018,2790.5
05-04-2018,2763.2
06-04-2018,2773.5
09-04-2018,2772.1
10-04-2018,2792
11-04-2018,2825.5
12-04-2018,2811.3
13-04-2018,2814.6
16-04-2018,2835.1
17-04-2018,2829.2
18-04-2018,2851.7
19-04-2018,2864.3
20-04-2018,2841.3
23-04-2018,2828.6
24-04-2018,2832.4
25-04-2018,2840.6
26-04-2018,2835.1
27-04-2018,2825.8
30-04-2018,2806.4
01-05-2018,2795.9
02-05-2018,2797.3
03-05-2018,2807.2
04-05-2018,2818.4
05-05-2018,2820.6
06-05-2018,2820.6
07-05-2018,2832
08-05-2018,2834.9
09-05-2018,2837.2
10-05-2018,2844.7
11-05-2018,2854.5
12-05-2018,2851.1
13-05-2018,2849.7
14-05-2018,2854.8
15-05-2018,2828.5
16-05-2018,2804.4
17-05-2018,2810.7
18-05-2018,2819.2
19-05-2018,2819.3
20-05-2018,2819.3
21-05-2018,2821.8
22-05-2018,2823.5
23-05-2018,2836.5
24-05-2018,2859.5
25-05-2018,2826.2
26-05-2018,2829
27-05-2018,2829.1
28-05-2018,2807.8
29-05-2018,2832.3
30-05-2018,2819.3
31-05-2018,2812.8
01-06-2018,2779.9
02-06-2018,2781.1
03-06-2018,2778.4
04-06-2018,2781.9
05-06-2018,2792
06-06-2018,2781.6
07-06-2018,2806.8
08-06-2018,2815
09-06-2018,2815.3
10-06-2018,2815.4
11-06-2018,2818.4
12-06-2018,2812.9
13-06-2018,2816.9
14-06-2018,2837.6
15-06-2018,2801.7
16-06-2018,2798.8
17-06-2018,2798
18-06-2018,2792.4
19-06-2018,2785.1
20-06-2018,2772.3
21-06-2018,2760.5
22-06-2018,2767.2
23-06-2018,2764.3
24-06-2018,2764.3
25-06-2018,2767.9
26-06-2018,2763.4
27-06-2018,2771
28-06-2018,2758.2
29-06-2018,2751.8
30-06-2018,2753.3
01-07-2018,2753.3
02-07-2018,2738.7
03-07-2018,2755.9
04-07-2018,2783.1
05-07-2018,2776.3
06-07-2018,2770.7
07-07-2018,2770.1
08-07-2018,2770.1
09-07-2018,2772.9
10-07-2018,2767
11-07-2018,2744.8
12-07-2018,2735.1
13-07-2018,2729.4
14-07-2018,2728.9
15-07-2018,2728.9
16-07-2018,2728.7
17-07-2018,2694.8
18-07-2018,2698.6
19-07-2018,2705.7
20-07-2018,2716.2
21-07-2018,2717.6
22-07-2018,2717.5
23-07-2018,2710.8
24-07-2018,2707.5
25-07-2018,2712.3
26-07-2018,2698.3
27-07-2018,2696.2
28-07-2018,2694.5
29-07-2018,2694.5
30-07-2018,2692.7
31-07-2018,2692.7
01-08-2018,2667.9
02-08-2018,2661.5
03-08-2018,2669.2
04-08-2018,2668
05-08-2018,2668
06-08-2018,2666.4
07-08-2018,2665.4
08-08-2018,2668
09-08-2018,2679.6
10-08-2018,2688
11-08-2018,2686.4
12-08-2018,2686.4
13-08-2018,2683.9
14-08-2018,2681.8
15-08-2018,2651.2
16-08-2018,2637.9
17-08-2018,2651.8
18-08-2018,2653.8
19-08-2018,2653.7
20-08-2018,2665
21-08-2018,2675.8
22-08-2018,2681.9
23-08-2018,2674.6
24-08-2018,2699.7
25-08-2018,2699.6
26-08-2018,2699.6
27-08-2018,2718.3
28-08-2018,2707.4
29-08-2018,2734.6
30-08-2018,2737.6
31-08-2018,2725.6
01-09-2018,2731.7
02-09-2018,2733.2
03-09-2018,2744.9
04-09-2018,2733.9
05-09-2018,2746.5
06-09-2018,2771.3
07-09-2018,2768.7
08-09-2018,2768.7
09-09-2018,2768.7
10-09-2018,2786.7
11-09-2018,2791
12-09-2018,2784.9
13-09-2018,2763.1
14-09-2018,2764.2
15-09-2018,2761.5
16-09-2018,2761.5
17-09-2018,2797
18-09-2018,2797.1
19-09-2018,2781.8
20-09-2018,2779.7
21-09-2018,2779.5
22-09-2018,2779.5
23-09-2018,2779.7
24-09-2018,2807.4
25-09-2018,2802.5
26-09-2018,2775.4
27-09-2018,2760.1
28-09-2018,2773.8
29-09-2018,2775.1
30-09-2018,2775.1
01-10-2018,2806.1
02-10-2018,2832
03-10-2018,2842.1
04-10-2018,2840.3
05-10-2018,2863.7
06-10-2018,2860.4
07-10-2018,2848
08-10-2018,2818.3
09-10-2018,2829.8
10-10-2018,2847.1
11-10-2018,2898.7
12-10-2018,2881.5
13-10-2018,2879.8
14-10-2018,2879.8
15-10-2018,2903
16-10-2018,2880.9
17-10-2018,2888.6
18-10-2018,2902.5
19-10-2018,2893.4
20-10-2018,2892.7
21-10-2018,2892.7
22-10-2018,2891.3
23-10-2018,2892.7
24-10-2018,2899.5
25-10-2018,2893.7
26-10-2018,2894.9
27-10-2018,2894.7
28-10-2018,2894.5
29-10-2018,2906
30-10-2018,2893.6
31-10-2018,2892.7
01-11-2018,2900.7
02-11-2018,2885.8
03-11-2018,2885.7
04-11-2018,2885.7
05-11-2018,2878.7
06-11-2018,2874.5
07-11-2018,2851.9
08-11-2018,2850
09-11-2018,2819.9
10-11-2018,2814
11-11-2018,2820.3
12-11-2018,2811.3
13-11-2018,2786.7
14-11-2018,2806
15-11-2018,2797.3
16-11-2018,2816.5
17-11-2018,2814.7
18-11-2018,2814.7
19-11-2018,2808.3
20-11-2018,2800.2
21-11-2018,2800.3
22-11-2018,2796
23-11-2018,2770.6
24-11-2018,2771
25-11-2018,2772.1
26-11-2018,2774.9
27-11-2018,2759.6
28-11-2018,2760.7
29-11-2018,2740.4
30-11-2018,2736.6
01-12-2018,2735.6
02-12-2018,2737.6
03-12-2018,2786.3
04-12-2018,2807.7
05-12-2018,2804.8
06-12-2018,2807.7
07-12-2018,2863.4
08-12-2018,2859.5
09-12-2018,2859.5
10-12-2018,2894.6
11-12-2018,2884.3
12-12-2018,2872.5
13-12-2018,2851.6
14-12-2018,2860.3
15-12-2018,2860.4
16-12-2018,2860.4
17-12-2018,2863.9
18-12-2018,2818.2
19-12-2018,2811.9
20-12-2018,2839
21-12-2018,2827.9
22-12-2018,2827.7
23-12-2018,2827.3
24-12-2018,2851.9
25-12-2018,2857.4
26-12-2018,2849
27-12-2018,2871.5
28-12-2018,2869
29-12-2018,2869
30-12-2018,2869
31-12-2018,2859.1
01-01-2019,2865.8
02-01-2019,2879.6
03-01-2019,2908.7
04-01-2019,2867
05-01-2019,2868
06-01-2019,2868.1
07-01-2019,2888.1
08-01-2019,2893.6
09-01-2019,2924.3
10-01-2019,2911.4
11-01-2019,2909.7
12-01-2019,2909.3
13-01-2019,2909.3
14-01-2019,2933.8
15-01-2019,2946.5
16-01-2019,2947.8
17-01-2019,2944.5
18-01-2019,2931.8
19-01-2019,2930.7
20-01-2019,2930.7
21-01-2019,2925.6
22-01-2019,2939.9
23-01-2019,2932
24-01-2019,2918.2
25-01-2019,2957.6
26-01-2019,2969.1
27-01-2019,2969.1
28-01-2019,2971
29-01-2019,3006.2
30-01-2019,3003
31-01-2019,3008.6
01-02-2019,3024.5
02-02-2019,3023.5
03-02-2019,3023.3
04-02-2019,3022.7
05-02-2019,3017.9
06-02-2019,3005.2
07-02-2019,3000.3
08-02-2019,3005.9
09-02-2019,3001.5
10-02-2019,3001.5
11-02-2019,2992.5
12-02-2019,2967.9
13-02-2019,2969.4
14-02-2019,2992.9
15-02-2019,3026.9
16-02-2019,3025.7
17-02-2019,3025.5
18-02-2019,3040.6
19-02-2019,3066.7
20-02-2019,3056.6
21-02-2019,3030.9
22-02-2019,3026.6
23-02-2019,3027.7
24-02-2019,3027.7
25-02-2019,3019.4
26-02-2019,3026.4
27-02-2019,3013.7
28-02-2019,2987.4
01-03-2019,2948.5
02-03-2019,2947.3
03-03-2019,2947.3
04-03-2019,2930.3
05-03-2019,2914.2
06-03-2019,2893.2
07-03-2019,2898.3
08-03-2019,2922.2
09-03-2019,2917.5
10-03-2019,2917.8
11-03-2019,2895.8
12-03-2019,2907.9
13-03-2019,2932.2
14-03-2019,2886
15-03-2019,2880.8
16-03-2019,2883
17-03-2019,2883
18-03-2019,2867.3
19-03-2019,2894.3
20-03-2019,2889.8
21-03-2019,2885.8
22-03-2019,2917
23-03-2019,2915.9
24-03-2019,2915.8
25-03-2019,2925.7
26-03-2019,2915.4
27-03-2019,2900.3
28-03-2019,2865.7
29-03-2019,2878.1
30-03-2019,2880.3
31-03-2019,2880.3
01-04-2019,2858.7
02-04-2019,2857
03-04-2019,2832.7
04-04-2019,2864.2
05-04-2019,2870.1
06-04-2019,2870.4
07-04-2019,2870.4
08-04-2019,2898.1
09-04-2019,2899.8
10-04-2019,2905.1
11-04-2019,2864
12-04-2019,2865
13-04-2019,2865.9
14-04-2019,2866.2
15-04-2019,2871.9
16-04-2019,2849
17-04-2019,2840
18-04-2019,2841.7
19-04-2019,2840.4
20-04-2019,2841.5
21-04-2019,2841.5
22-04-2019,2853.3
23-04-2019,2849
24-04-2019,2867.7
25-04-2019,2878.1
26-04-2019,2883
27-04-2019,2883.2
28-04-2019,2883.2
29-04-2019,2868.2
30-04-2019,2866.1
01-05-2019,2853.4
02-05-2019,2832.8
03-05-2019,2837.9
04-05-2019,2839.9
05-05-2019,2839.9
06-05-2019,2847.1
07-05-2019,2870.5
08-05-2019,2869.2
09-05-2019,2886
10-05-2019,2888.2
11-05-2019,2886.8
12-05-2019,2886.8
13-05-2019,2942.4
14-05-2019,2928.2
15-05-2019,2923.6
16-05-2019,2899.2
17-05-2019,2885.8
18-05-2019,2885.4
19-05-2019,2885.4
20-05-2019,2866.3
21-05-2019,2850.5
22-05-2019,2848.6
23-05-2019,2871
24-05-2019,2862.2
25-05-2019,2861.6
26-05-2019,2861.2
27-05-2019,2866.6
28-05-2019,2861
29-05-2019,2868.4
30-05-2019,2885
31-05-2019,2915.9
01-06-2019,2915.3
02-06-2019,2915.4
03-06-2019,2941.2
04-06-2019,2950.3
05-06-2019,2963.6
06-06-2019,2956.2
07-06-2019,2987.1
08-06-2019,2986.5
09-06-2019,2986.5
10-06-2019,2963.7
11-06-2019,2955.5
12-06-2019,2971.1
13-06-2019,2994.4
14-06-2019,3008.8
15-06-2019,3008.7
16-06-2019,3008.7
17-06-2019,3004
18-06-2019,3002.6
19-06-2019,3026.7
20-06-2019,3099.2
21-06-2019,3125.8
22-06-2019,3124.7
23-06-2019,3124.7
24-06-2019,3155.9
25-06-2019,3167.2
26-06-2019,3129.6
27-06-2019,3122.6
28-06-2019,3123.1
29-06-2019,3120.5
30-06-2019,3120.5
01-07-2019,3061.5
02-07-2019,3125.8
03-07-2019,3131.7
04-07-2019,3115.1
05-07-2019,3076.5
06-07-2019,3073.7
07-07-2019,3073.7
08-07-2019,3068.1
09-07-2019,3073.4
10-07-2019,3112.1
11-07-2019,3092.9
12-07-2019,3113
13-07-2019,3115.2
14-07-2019,3115.2
15-07-2019,3113.2
16-07-2019,3094.4
17-07-2019,3148
18-07-2019,3187
19-07-2019,3152.8
20-07-2019,3154.1
21-07-2019,3154.1
22-07-2019,3154.7
23-07-2019,3144.3
24-07-2019,3156.1
25-07-2019,3139.9
26-07-2019,3133.9
27-07-2019,3135.2
28-07-2019,3135.2
29-07-2019,3147.6
30-07-2019,3163.1
31-07-2019,3137.9
01-08-2019,3208.9
02-08-2019,3221.5
03-08-2019,3221.5
04-08-2019,3221.5
05-08-2019,3340.2
06-08-2019,3354.5
07-08-2019,3415.9
08-08-2019,3403.2
09-08-2019,3414.7
10-08-2019,3414.8
11-08-2019,3414.8
12-08-2019,3459
13-08-2019,3417.6
14-08-2019,3473
15-08-2019,3493.3
16-08-2019,3462.6
17-08-2019,3453.6
18-08-2019,3453.5
19-08-2019,3444.2
20-08-2019,3461.1
21-08-2019,3444.8
22-08-2019,3459.3
23-08-2019,3519.3
24-08-2019,3518.5
25-08-2019,3518.5
26-08-2019,3520.7
27-08-2019,3542
28-08-2019,3546.9
29-08-2019,3516.4
30-08-2019,3508.9
31-08-2019,3507.2
01-09-2019,3507.2
02-09-2019,3534.2
03-09-2019,3580.1
04-09-2019,3590.4
05-09-2019,3503.4
06-09-2019,3463.9
07-09-2019,3468.5
08-09-2019,3468.5
09-09-2019,3455.7
10-09-2019,3431.7
11-09-2019,3433.8
12-09-2019,3415.1
13-09-2019,3391.6
14-09-2019,3395
15-09-2019,3395
16-09-2019,3454.1
17-09-2019,3441.7
18-09-2019,3413.5
19-09-2019,3434.8
20-09-2019,3466.8
21-09-2019,3466.1
22-09-2019,3466.1
23-09-2019,3463.1
24-09-2019,3490.5
25-09-2019,3429.9
26-09-2019,3429.3
27-09-2019,3396.9
28-09-2019,3387.8
29-09-2019,3394.7
30-09-2019,3340.6
01-10-2019,3378.4
02-10-2019,3424.3
03-10-2019,3433.4
04-10-2019,3421.3
05-10-2019,3419.5
06-10-2019,3419.5
07-10-2019,3404
08-10-2019,3443.8
09-10-2019,3439.8
10-10-2019,3403.1
11-10-2019,3385
12-10-2019,3391.9
13-10-2019,3391.8
14-10-2019,3410.2
15-10-2019,3399.6
16-10-2019,3413.6
17-10-2019,3409.5
18-10-2019,3401.4
19-10-2019,3400.6
20-10-2019,3400.6
21-10-2019,3378.5
22-10-2019,3385.1
23-10-2019,3386.7
24-10-2019,3423.6
25-10-2019,3421.7
26-10-2019,3421
27-10-2019,3421
28-10-2019,3390.3
29-10-2019,3388.4
30-10-2019,3403
31-10-2019,3450.8
01-11-2019,3424.8
02-11-2019,3427.2
03-11-2019,3427.2
04-11-2019,3430.4
05-11-2019,3372.3
06-11-2019,3400.3
07-11-2019,3346
08-11-2019,3349
09-11-2019,3341.2
10-11-2019,3341.2
11-11-2019,3347.7
12-11-2019,3362.9
13-11-2019,3390.8
14-11-2019,3399.3
15-11-2019,3373.2
16-11-2019,3376.3
17-11-2019,3376.3
18-11-2019,3397.4
19-11-2019,3397.2
20-11-2019,3393.1
21-11-2019,3374.5
22-11-2019,3370.2
23-11-2019,3370.1
24-11-2019,3370.1
25-11-2019,3348.4
26-11-2019,3355.1
27-11-2019,3327.6
28-11-2019,3341.9
29-11-2019,3372.2
30-11-2019,3372.2
01-12-2019,3372.2
02-12-2019,3364.8
03-12-2019,3407.3
04-12-2019,3383.7
05-12-2019,3374.5
